recording_id,database,label,split,note
e01689,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01690,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01691,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01692,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01693,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01694,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01695,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01696,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01697,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01698,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01699,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01700,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01701,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01702,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01703,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01704,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01705,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01706,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01707,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01708,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01709,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01710,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01711,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01712,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01713,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01714,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01715,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01716,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01717,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01718,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01719,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01720,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01721,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01722,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01723,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01724,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01725,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01726,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01727,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01728,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01729,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01730,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01731,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01732,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01733,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01734,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01735,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01736,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01737,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01738,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01739,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01740,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01741,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01742,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01743,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01744,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01745,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01746,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01747,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01748,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01749,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01750,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01751,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01752,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01753,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01754,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01755,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01756,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01757,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01758,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01759,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01760,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01761,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01762,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01763,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01764,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01765,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01766,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01767,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01768,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01769,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01770,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01771,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01772,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01773,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01774,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01775,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01776,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01777,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01778,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01779,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01780,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01781,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01782,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01783,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01784,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01785,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01786,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01787,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01788,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01789,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01790,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01791,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01792,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01793,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01794,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01795,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01796,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01797,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01798,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01799,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01800,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01801,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01802,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01803,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01804,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01805,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01806,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01807,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01808,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01809,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01810,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01811,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01812,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01813,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01814,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01815,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01816,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01817,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01818,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01819,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01820,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01821,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01822,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01823,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01824,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01825,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01826,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01827,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01828,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01829,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01830,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01831,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01832,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01833,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01834,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01835,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01836,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01837,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01838,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01839,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01840,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01841,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01842,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01843,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01844,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01845,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01846,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01847,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01848,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01849,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01850,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01851,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01852,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01853,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01854,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01855,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01856,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01857,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01858,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01859,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01860,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01861,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01862,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01863,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01864,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01865,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01866,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01867,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01868,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01869,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01870,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01871,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01872,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01873,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01874,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01875,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01876,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01877,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01878,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01879,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01880,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01881,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01882,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01883,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01884,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01885,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01886,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01887,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01888,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01889,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01890,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01891,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01892,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01893,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01894,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01895,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01896,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01897,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01898,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01899,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01900,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01901,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01902,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01903,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01904,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01905,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01906,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01907,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01908,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01909,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01910,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01911,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01912,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01913,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01914,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01915,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01916,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01917,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01918,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01919,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01920,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01921,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01922,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01923,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01924,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01925,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01926,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01927,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01928,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01929,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01930,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01931,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01932,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01933,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01934,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01935,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01936,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01937,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01938,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01939,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01940,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01941,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01942,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01943,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01944,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01945,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01946,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01947,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01948,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01949,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01950,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01951,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01952,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01953,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01954,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01955,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01956,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01957,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01958,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01959,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01960,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01961,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01962,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01963,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01964,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01965,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01966,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01967,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01968,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01969,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01970,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01971,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01972,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01973,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01974,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01975,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01976,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01977,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01978,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01979,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01980,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01981,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01982,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01983,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01984,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01985,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01986,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01987,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01988,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01989,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01990,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01991,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01992,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01993,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01994,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01995,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01996,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01997,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01998,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e01999,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02000,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02001,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02002,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02003,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02004,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02005,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02006,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02007,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02008,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02009,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02010,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02011,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02012,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02013,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02014,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02015,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02016,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02017,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02018,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02019,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02020,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02021,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02022,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02023,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02024,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02025,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02026,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02027,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02028,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02029,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02030,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02031,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02032,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02033,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02034,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02035,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02036,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02037,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02038,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02039,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02040,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02041,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02042,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02043,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02044,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02045,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02046,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02047,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02048,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02049,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02050,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02051,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02052,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02053,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02054,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02055,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e02056,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
